location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - INSULAR AFFAIRS,,2012
"Washington, DC",Assistant Secretary ,Vacant,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Washington, DC",Counselor ,Michael J. Bean,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Miami, FL",Director Everglades Restoration Initiatives ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Washington, DC",Deputy Assistant Secretary ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Washington, DC",Principal Deputy Assistant Secretary ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Washington, DC",Chief of Staff ,Melissa B. Koenigsberg,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Washington, DC",Special Assistant ,Fatima M. Ahmad,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Washington, DC",Special Assistant ,Jorge G. Silva-Banuelos,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,,2012
"Washington, DC",Director ,Daniel M. Ashe,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Atlanta, GA",Regional Director - Atlanta ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Hadley, MA",Regional Director - Hadley ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Denver, CO",Regional Director - Denver ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Albuquerque, NM",Regional Director - Albuquerque ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Sacramento, CA",Regional Director - Sacramento ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Anchorage, AK",Regional Director - Anchorage ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Minneapolis, MN",Regional Director - Twin Cities ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Portland, OR",Regional Director - Portland ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC","Director, National Conservation Training Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - Wildlife and Sportfish Restoration Programs ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - Fisheries and Habitat Conservation ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - International Affairs ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - External Affairs ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC","Assistant Director - Budget, Planning and Human Capital ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - Business Management and Operations ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - Migratory Bird Programs ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - Endangered Species ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Deputy Director - Operations ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Deputy Director - Program Management and Policy ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Chief of Staff ,Betsy Hildebrandt,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Assistant Director - Information Resources ,Kenneth Taylor,TA,ES,,,06/18/13,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC","Chief, National Wildlife Refuge System ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2012
"Washington, DC",Director ,Jonathan B. Jarvis,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Regional Director, National Capital Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Atlanta, GA","Regional Director, Southeast Region (Atlanta) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Omaha, NE","Regional Director, Midwest Region (Omaha) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"San Francisco, CA","Regional Director, Pacific West Region (San Francisco) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Denver, CO","Regional Director, Intermountain Region (Denver) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Associate Director, Parks Planning, Facilities and Lands ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Assistant Director, Workforce Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Oak Ridge, TN","Superintendent, Great Smoky Mountain National Park ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Denver, CO","Manager, Denver Service Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"San Francisco, CA",Park Manager (Superintendent) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC",Deputy Director for Communications and Community Assistance ,Milton Lewis Fearn,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Associate Director, Visitor Resource and Protection ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Boulder City, NV","Park Manager (Superintendent), Lake Mead National Recreation Area ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Anchorage, AK","Regional Director, Alaska Area (Anchorage) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Associate Director, Business Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"New York, NY","Executive Director, National Parks of New York Harbor ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Philadelphia, PA","Regional Director, Northeast Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Deputy Director, Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Superintendent, National Mall and Memorial Parks ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Moose, WY","Park Manager (Superintendent), Grand Teton National Park ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Associate Director, Cultural Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Assistant Director, Information Resources ",Jeffrey Shane Compton,TA,ES,,,06/03/13,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Associate Director, Natural Resource Stewardship and Science ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC","Assistant Director, Communications ",Celinda Marie Pena,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC",Special Assistant to the Director ,Ali C. Kelley,SC,GS,7,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2012
"Washington, DC",Assistant Secretary ,Anne J. Castle,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2012
"Washington, DC",Deputy Assistant Secretary ,Lori L. Caramanian,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2012
"Washington, DC",Deputy Assistant Secretary ,John E. Tubbs,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2012
"Washington, DC",Counselor to the Assistant Secretary ,Tanya M. Trujillo,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2012
"Washington, DC",Commissioner ,Michael L. Connor,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Washington, DC","Deputy Commissioner (Program, Administration and Budget) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Washington, DC","Deputy Commissioner (Director, Operations) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Washington, DC",Deputy Commissioner (External and Intergovernmental Affairs) ,Kira Finkler,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Boulder City, NV","Regional Director, Lower Colorado ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Sacramento, CA","Regional Director, Mid Pacific ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Salt Lake City, UT","Regional Director, Upper Colorado ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Billings, MT","Regional Director, Great Plains Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Boise, ID","Regional Director, Pacific Northwest Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Lakewood, CO","Director, Safety, Security, and Law Enforcement ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Washington, DC","Director, Program and Budget ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Denver, CO","Director, Technical Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Denver, CO","Director, Policy and Administration ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Denver, CO",Senior Advisor ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Denver, CO","Assistant Director, Information Resources ","Bruce C. Muller, Jr",TA,ES,,,07/16/13,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Washington, DC","Chief, Congressional and Legislative Affairs Office ",Dionne E. Thompson,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2012
"Reston, VA",Director ,Marcia K. McNutt,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,United States Geological Survey,2012
"Washington, DC",Assistant Secretary ,Vacant,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2012
"Washington, DC",Deputy Assistant Secretary ,Edward P. Farquhar,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2012
"Washington, DC",Deputy Assistant Secretary ,Sylvia V. Baca,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2012
"Washington, DC",Senior Advisor to the Assistant Secretary ,Mary Katherine Ishee,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2012
"Washington, DC",Director ,Vacant,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Salt Lake City, UT","State Director, Utah ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Cheyenne, WY","State Director, Wyoming ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Billings, MT","State Director, Montana ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Sacramento, CA","State Director, California ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Anchorage, AK","State Director, Alaska ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Portland, OR","State Director, Oregon ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Phoenix, AZ","State Director, Arizona ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Santa Fe, NM","State Director, New Mexico ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Boise, ID","State Director, Idaho ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Reno, NV","State Director, Nevada ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Denver, CO","State Director, Colorado ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","State Director, Eastern States ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Deputy Director, Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Director, National Operations Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Director, Office of the National Landscape Conservation System ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Director Law Enforcement, Security and Protection ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Assistant Director, Renewable Resources and Planning ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Assistant Director, Business and Fiscal Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Assistant Director, Human Capital Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Assistant Director, Minerals, Realty and Resource Protection ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Denver, CO","Assistant Director, Office of Information Resources Management ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Deputy Director, Programs and Policy ",Marcilynn A. Burke,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC",Senior Advisor ,Neil Kornze,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Assistant Director, Fire and Aviation ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2012
"Washington, DC","Director, Office of Surface Mining Reclamation and Enforcement ",Joseph G. Pizarchik,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2012
"Washington, DC","Assistant Director, Program Support ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2012
"Washington, DC",Deputy Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2012
"Washington, DC",Assistant Director for Finance and Administration ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2012
"St. Louis, MO","Regional Director, Mid Continent Regional Coordinating Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2012
"Washington, DC",Chief of Staff ,Michele Jan Altemus,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2012
"Washington, DC",Director ,Tommy Beaudreau,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Ocean Energy Management,2012
"Washington, DC",Science Advisor ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Ocean Energy Management,2012
"Washington, DC",Deputy Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Ocean Energy Management,2012
"New Orleans, LA",Gulf of Mexico Regional Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Ocean Energy Management,2012
"Anchorage, AK",Alaska Regional Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Ocean Energy Management,2012
"Washington, DC",Chief Environmental Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Ocean Energy Management,2012
